data;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;endereco_cruzamento;numero_cruzamento;referencia_cruzamento;bairro_cruzamento;num_semaforo;sentido_via;tipo;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
2020-04-30;16:02:00;COM VÍTIMA;FINALIZADA;ROSARINHO;AV NORTE;;AV SANTOS DUMONT;EM FRENTE AO POSTO PETROCAL E PADARIA ROSARINHO DELICATESSEN.;AV NORTE;;EM FRENTE AO POSTO PETROCAL E PADARIA ROSARINHO DELICATESSEN.;ROSARINHO;81;SUBURBIO;TOMBAMENTO;COM VÍTIMA;;1;;;;;;;;2;;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Canteiro central;;
2020-04-30;19:18:00;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;1136;;ENF CHINA IN BOX;RUA SAO MIGUEL;1136;ENF CHINA IN BOX;AFOGADOS;;SUBURBIO;COLISÃO FRONTAL;MOTO X 2 AUTOS;2;1;;;;;;;;2;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;50 km/h;Dupla;Faixa contínua;;
2020-04-30;20:26:00;COM VÍTIMA;FINALIZADA;ILHA JOANA BEZERRA;RUA MIRANDOPOLIS;;;NO PÁTIO INTERNO DO T.I DE JOANA BEZERRA;RUA MIRANDOPOLIS;;NO PÁTIO INTERNO DO T.I DE JOANA BEZERRA;ILHA JOANA BEZERRA;;CIDADE;ATROPELAMENTO;ENTRE ÔNIBUS E 2 PEDESTRES. C/V;;;;;2;1;;;;2;;Outros;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Única;Canteiro central;;
2020-05-01;09:52:00;COM VÍTIMA;CANCELADA;SANTO AMARO;RUA FREI CASSIMIRO;;AV CRUZ CABUGA;ESQUINA DA CASA DA INDUSTRIA;RUA FREI CASSIMIRO;;ESQUINA DA CASA DA INDUSTRIA;SANTO AMARO;;;COLISÃO COM CICLISTA;MOTO E CICLISTA;;1;;1;;;;;;1;;;;;;;;;;;;;;
2020-05-01;12:18:00;COM VÍTIMA;CANCELADA;SANTO AMARO;AV NORTE;;;PROXIMO AO SENAC;AV NORTE;;PROXIMO AO SENAC;SANTO AMARO;;;COLISÃO;;;2;;;;;;;;1;;;;;;;;;;;;;;
2020-05-01;12:58:00;COM VÍTIMA;FINALIZADA;CABANGA;PTE GOVERNADOR PAULO GUERRA;;;INÍCIODA PONTE. LADO OPOSTO AO CABANGA IATE CLUBE.;PTE GOVERNADOR PAULO GUERRA;;INÍCIODA PONTE. LADO OPOSTO AO CABANGA IATE CLUBE.;CABANGA;;SUBURBIO;COLISÃO;COLIÇÃO COM VÍTIMA ENTRE MOTOCICLETA E CARROÇA DE TRAÇÃO ANIMAL.;;1;;;;;;;1;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2020-05-01;18:00:00;SEM VÍTIMA;CANCELADA;LINHA DO TIRO;AV CHAGAS FERREIRA;825;AV CHAGAS FERREIRA;APOS O HOTEL SECULO 20;AV CHAGAS FERREIRA;825;APOS O HOTEL SECULO 20;LINHA DO TIRO;;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISAO ENTRE AUTO E MOTO, MOTOCICLISTA COM SINAL DE EMBRIAGUES;1;1;;;;;;;;0;;;;;;;;;;;;;;
2020-05-01;18:59:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA BENFICA;140;;PRÓXIMO AO ESTÁDIO DO SPORT CLUBE DO RECIFE. COMEDORIA SABOREAR.;RUA BENFICA;140;PRÓXIMO AO ESTÁDIO DO SPORT CLUBE DO RECIFE. COMEDORIA SABOREAR.;MADALENA;;CIDADE;ABALROAMENTO TRANSVERSAL;COLISÃO DUAS MOTOS C/VÍTIMA. UMA DAS PARTES ENVOLVIDAS SE EVADIU DO LOCAL.;;2;;;;;;;;2;;Longo da via;Bom;Não existe;;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2020-05-01;19:52:00;COM VÍTIMA;FINALIZADA;ÁGUA FRIA;RUA LADEIRA DE PEDRA;261;;PROXIMO AO TERMINAL DO ALTO DO PASCOAL E IGREJA PRIMITIVA.;RUA LADEIRA DE PEDRA;261;PROXIMO AO TERMINAL DO ALTO DO PASCOAL E IGREJA PRIMITIVA.;ÁGUA FRIA;;CIDADE;ATROPELAMENTO;MOTO X PEDESTRE;;1;;;1;;;;;2;;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;;Não há placas;;;;;
2020-05-02;10:05:00;SEM VÍTIMA;FINALIZADA;TEJIPIÓ;AV LIBERDADE;811;;ARMAZÉM LIBERDADE;AV LIBERDADE;811;ARMAZÉM LIBERDADE;TEJIPIÓ;;;COLISÃO;;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-05-02;11:43:00;COM VÍTIMA;FINALIZADA;JORDÃO;AV MARIA IRENE;1225;;POLO DAS COXIHAS, UM CASAU FERIDO;AV MARIA IRENE;1225;POLO DAS COXIHAS, UM CASAU FERIDO;JORDÃO;;SUBURBIO;ABALROAMENTO LONGITUDINAL;AUTO E MOTO.;1;1;;;;;;;;2;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa contínua;;
2020-05-02;16:28:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;;AV CONSELHEIRO AGUIAR;ACADEMIA SMART FIT;RUA ERNESTO DE PAULA SANTOS;;ACADEMIA SMART FIT;BOA VIAGEM;127;;ABALROAMENTO TRANSVERSAL;MOTOCICLETA E AUTO PASSEIO;1;1;;;;;;;;1;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Única;Faixa;;
2020-05-02;16:49:00;COM VÍTIMA;DUPLICIDADE;BOA VIAGEM;AV CONSELHEIRO AGUIAR;DPL;RUA ERNESTO DE PAULA SANTOS;AO LADO DA LANCHONETE HABBIS;AV CONSELHEIRO AGUIAR;DPL;AO LADO DA LANCHONETE HABBIS;BOA VIAGEM;;;COLISÃO;MOTOCICLETA E AUTO PASSEIO;1;1;;;;;;;;1;;;;;;;;;;;;;;
2020-05-02;22:25:00;SEM VÍTIMA;FINALIZADA;ALTO SANTA TERESINHA;RUA TAMBOARA;336;;PRÓXIMO DA BARRACA DE SEU ZEZINHO DA VERDURA;RUA TAMBOARA;336;PRÓXIMO DA BARRACA DE SEU ZEZINHO DA VERDURA;ALTO SANTA TERESINHA;;;COLISÃO;ENVOLVIDO COM SINTOMA DE EMBREAGUÊS;1;1;;;;;;;;0;;Outros;Bom;Não existe;Ilegível;Seca;Perfeito estado;Outros;Outras;;Dupla;Faixa seccionada;;
2020-05-03;06:25:00;COM VÍTIMA;FINALIZADA;TORRE;RUA CONDE DE IRAJA;;AV BEIRA RIO;;RUA CONDE DE IRAJA;;;TORRE;;SUBURBIO;COLISÃO COM CICLISTA;AUTO E BICICLETA.;1;;;1;;;;;;1;;Cruzamento;Chuvoso;Sem defeito;;Molhada;Perfeito estado;;;;Única;Faixa contínua;;
2020-05-03;15:57:00;COM VÍTIMA;FINALIZADA;AREIAS;AV DR JOSE RUFINO;1495;RUA JOSE NATARIO;;AV DR JOSE RUFINO;1495;;AREIAS;44;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISÃO AUTO E MOTO;1;1;;;;;;;;1;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa contínua;;
2020-05-03;20:09:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;AV CONDE DA BOA VISTA;;;COM A RUA GERVÁSIO PIRES;AV CONDE DA BOA VISTA;;COM A RUA GERVÁSIO PIRES;BOA VISTA;;CIDADE;CHOQUE OBJETO FIXO;CHOQUE VT PMPE E CANTEIRO CENTRAL;1;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;;;Dupla;;;
2020-05-04;08:10:00;VÍTIMA FATAL;FINALIZADA;JARDIM SÃO PAULO;RUA FREI FELIX DE OLIVOLA;130;1SB DA BRASILEIRA;PROX À IGREJA BATISTA E ESTAÇÃO WERNEK DO METRÔ;RUA FREI FELIX DE OLIVOLA;130;PROX À IGREJA BATISTA E ESTAÇÃO WERNEK DO METRÔ;JARDIM SÃO PAULO;;LESTE;CHOQUE VEÍCULO PARADO;COLISÃO RENAULT/SANDERO X PEUGEOT C/VÍTIMA FATAL;2;;;;;;;;;;1;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;Dupla;Não existe;;
2020-05-04;10:53:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA CAPITAO REBELINHO;519;RUA PEREIRA DA COSTA;FIDALGO RESTAURANTE;RUA CAPITAO REBELINHO;519;FIDALGO RESTAURANTE;BOA VIAGEM;;SUBURBIO;ABALROAMENTO TRANSVERSAL;AUTO E MOTO.;1;1;;;;;;;;1;;Cruzamento;Bom;Não existe;Ilegível;Seca;Perfeito estado;Faixa de retenção;R-6a;40 km/h;Única;Não existe;;
2020-05-04;11:43:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA BARAO DE AGUA BRANCA;376;RUA DUQUE ESTRADA;;RUA BARAO DE AGUA BRANCA;376;;IMBIRIBEIRA;;SUBURBIO;COLISÃO;COLISÃO AUTO E MOTOCICLETA SEM VÍTIMA;1;1;;;;;;;;0;;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2020-05-04;16:46:00;COM VÍTIMA;FINALIZADA;GUABIRABA;EST DOS MACACOS;322;;BAR MAURICEA;EST DOS MACACOS;322;BAR MAURICEA;GUABIRABA;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO DUAS MOTOCICLETAS;;2;;;;;;;;1;;Outros;Bom;Não existe;Não existente;Seca;Outros;Não existe;Não há placas;;Dupla;Não existe;;
2020-05-04;17:11:00;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;EST DE BELEM;40-A;RUA JERONIMO VILELA;AO LADO DA FARMÁCIA DROGASIL.;EST DE BELEM;40-A;AO LADO DA FARMÁCIA DROGASIL.;CAMPO GRANDE;26;CIDADE;ATROPELAMENTO;ATROPELAMENTO ENTRE MOTO E PEDESTRE.;;1;;;1;;;;;1;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa seccionada;;
2020-05-05;13:28:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE A UPE;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE A UPE;SANTO AMARO;;SUBURBIO;COLISÃO;COLISÃO SEM VÍTIMAS ENTRE 2 AUTOS;;;;;;;;;;0;;Outros;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Outras;60km;Dupla;Canal;;
2020-05-05;21:31:00;SEM VÍTIMA;FINALIZADA;CASA AMARELA;AV NORTE;;;EM AOREI DA PICANHA;AV NORTE;;EM AOREI DA PICANHA;CASA AMARELA;;SUBURBIO;COLISÃO;COLISÃO DOIS AUTOS SEM VITMAS;3;;;;;;;;;0;;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;60km;Dupla;Canteiro central;;
2020-05-06;07:18:00;SEM VÍTIMA;FINALIZADA;MUSTARDINHA;RUA VINTE E UM DE ABRIL;955;1 TRV JUSTICA E PAZ;POSTO DE GASOLINA DESATIVADO;RUA VINTE E UM DE ABRIL;955;POSTO DE GASOLINA DESATIVADO;MUSTARDINHA;;SUBURBIO;CHOQUE;CARRETA PEDEU O CONTROLE CHOCOU-SE COM A ESTRURURA DO POSTO DE GASOLINA DESATIVADO;;;;;;;1;;1;0;;Cruzamento;Bom;Não existe;Incompleta;Seca;Mal iluminada;Não existe;Não há placas;;Dupla;Não existe;;
2020-05-06;07:28:00;SEM VÍTIMA;FINALIZADA;VÁRZEA;RUA MARECHAL MANOEL LUIS OSORIO;85;;EDIFÍCIO RIO PURUS;RUA MARECHAL MANOEL LUIS OSORIO;85;EDIFÍCIO RIO PURUS;VÁRZEA;;SUBURBIO;COLISÃO;ACIDENTE ENVOLVENDO TRÊS VEÍCULOS ÔNIBUS E DOIS AUTOPASSEIOS;2;;;;;1;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Placas Pare;;Dupla;Não existe;;
2020-05-06;08:54:00;COM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;RUA IMPERIAL;981;TRV DO RAPOSO;EM FRENTE AO DEPÓSITO DE RECICLÁVEIS DO ZUZA;RUA IMPERIAL;981;EM FRENTE AO DEPÓSITO DE RECICLÁVEIS DO ZUZA;SANTO ANTÔNIO;510;SUBURBIO;ABALROAMENTO TRANSVERSAL;ACIDENTE ENVOLVENDO MOTO E CARRO;1;1;;;;;;;;1;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Não há placas;;Única;Faixa seccionada;;
2020-05-06;16:03:00;COM VÍTIMA;FINALIZADA;PRADO;AV ENGENHEIRO ABDIAS DE CARVALHO;;EST DOS REMEDIOS;DROGASIL;AV ENGENHEIRO ABDIAS DE CARVALHO;;DROGASIL;PRADO;52;SUBURBIO;ABALROAMENTO TRANSVERSAL;AMBULÂNCIA E MOTO.;;1;;;;;;1;;1;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;
2020-05-07;10:53:00;SEM VÍTIMA;FINALIZADA;NOVA DESCOBERTA;AV VEREADOR OTACILIO AZEVEDO;XX;AV VEREADOR OTACILIO AZEVEDO;FRENTE AO COLEGIO ROTARI NOVA DECOBERTA;AV VEREADOR OTACILIO AZEVEDO;XX;FRENTE AO COLEGIO ROTARI NOVA DECOBERTA;NOVA DESCOBERTA;;CIDADE;ABALROAMENTO LONGITUDINAL;CONDUTOR INFORMA QUE UMA CARROÇA VIROU E ATINGIU A VIATURA;;;;;;;;1;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;n/i;Dupla;Não existe;;
2020-05-07;13:26:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA PADRE BERNADINO PESSOA;633;RUA MINISTRO NELSON HUNGRIA;COLEGIO SANTA MARIA;RUA PADRE BERNADINO PESSOA;633;COLEGIO SANTA MARIA;BOA VIAGEM;;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISÃO ENTRE AUTO E MOTO;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
2020-05-07;16:08:00;COM VÍTIMA;FINALIZADA;ILHA DO RETIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;;AV JOSE GONCALVES DE MEDEIROS;SPORT CLUBE DO RECIFE.;AV ENGENHEIRO ABDIAS DE CARVALHO;;SPORT CLUBE DO RECIFE.;ILHA DO RETIRO;355;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISÃO ENTRE DUAS MOTOS.;;2;;;;;;;;3;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Canteiro central;;
2020-05-07;17:27:00;COM VÍTIMA;FINALIZADA;PINA;AV ENGENHEIRO DOMINGOS FERREIRA;300;;EM FRENTE AO EXTRABOMPINA;AV ENGENHEIRO DOMINGOS FERREIRA;300;EM FRENTE AO EXTRABOMPINA;PINA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO ENTRE AUTO E MOTO;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;Canteiro central;
2020-05-07;19:04:00;COM VÍTIMA;FINALIZADA;TEJIPIÓ;AV DR JOSE RUFINO;;;PROXIMOAO VIATUDO DA BR 101;AV DR JOSE RUFINO;;PROXIMOAO VIATUDO DA BR 101;TEJIPIÓ;;SUBURBIO;COLISÃO FRONTAL;COLISÃOAUTO E MOTO;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Não existente;Seca;Mal iluminada;Não existe;;;Dupla;Faixa contínua;;
2020-05-08;13:57:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA SA E SOUZA;687;RUA CONEGO ROMEU;SUPERMERCADO VERDFRUT. EM FRENTE A GALERIA SÁ E SOUZA.;RUA SA E SOUZA;687;SUPERMERCADO VERDFRUT. EM FRENTE A GALERIA SÁ E SOUZA.;BOA VIAGEM;;CIDADE;ABALROAMENTO TRANSVERSAL;COLISÃO ENTRE DUAS MOTOCICLETAS;;2;;;;;;;;1;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;Dupla;Faixa seccionada;;
2020-05-08;14:45:00;COM VÍTIMA;FINALIZADA;ENGENHO DO MEIO;RUA ANTONIO CURADO;244;;EM FRENTE A PADARIA SANDRÂNGELA.;RUA ANTONIO CURADO;244;EM FRENTE A PADARIA SANDRÂNGELA.;ENGENHO DO MEIO;;CIDADE;ABALROAMENTO TRANSVERSAL;COLISÃO COM VÍTIMA MOTO E CARRO;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;30 km/h;Dupla;Faixa seccionada;;
2020-05-08;17:10:00;COM VÍTIMA;FINALIZADA;ZUMBI;AV CAXANGA;975;;EM FRENTE A LOJA DE BATERIAS HELIAR;AV CAXANGA;975;EM FRENTE A LOJA DE BATERIAS HELIAR;ZUMBI;;CIDADE;ABALROAMENTO LONGITUDINAL;AUTO E MOTO COM VÍTIMA;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Outros;Outras;;Dupla;Canteiro central;;
2020-05-08;19:10:00;SEM VÍTIMA;CANCELADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;SINTOMAS DE EMBRIAGUEZ -;AV MARECHAL MASCARENHAS DE MORAES;;SINTOMAS DE EMBRIAGUEZ -;IMBIRIBEIRA;;CENTRO;COLISÃO;FORD FIESTA / FIAT STRADA;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-05-08;20:46:00;COM VÍTIMA;FINALIZADA;VÁRZEA;AV JOAQUIM RIBEIRO;;RUA FRANCISCO TORRES;EM FRENTE A UPA;AV JOAQUIM RIBEIRO;;EM FRENTE A UPA;VÁRZEA;368;CIDADE;CHOQUE VEÍCULO PARADO;COLISÃO ENTRE ÔNIBUS E MOTO.;;1;;;;1;;;;1;;Longo da via;Bom;;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2020-05-09;07:23:00;SEM VÍTIMA;CANCELADA;IPSEP;AV RECIFE;;;SAÍDA DO IBURA;AV RECIFE;;SAÍDA DO IBURA;IPSEP;;;CHOQUE;ÔNIBUS CHOCOU SE COM POSTE QUE FICOU POSTE, QUE CAIO SOBRE OUTRO VEÍCULO.;;;;;;1;;;;0;;;;;;;;;;;;;;
2020-05-09;07:47:00;SEM VÍTIMA;CANCELADA;IPSEP;AV RECIFE;;;;AV RECIFE;;;IPSEP;;;ACID. DE PERCURSO;;1;;;;;;;;;0;;;;;;;;;;;;;;
2020-05-09;09:16:00;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA DA UNIAO;52;RUA PRINCESA IZABEL;EM FRENTE A LOTÉRICA.;RUA DA UNIAO;52;EM FRENTE A LOTÉRICA.;BOA VISTA;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO ENTRE TRÊS VEÍCULOS COMDUAS VÍTIMAS;1;2;;;;;;;;2;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Única;Faixa contínua;;
2020-05-09;10:30:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;;RUA AMALIA BERNARDINO DE SOUZA;DESCIDA DO VIADUTO TANCRENO NEVES. EM FRENTE AO POSTO BR.;RUA ERNESTO DE PAULA SANTOS;;DESCIDA DO VIADUTO TANCRENO NEVES. EM FRENTE AO POSTO BR.;BOA VIAGEM;;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISÃO ENTRE AUTO E MOTO.;1;1;;;;;;;;1;;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Outras;;Única;Não existe;;
2020-05-09;11:09:00;COM VÍTIMA;FINALIZADA;FUNDÃO;AV BEBERIBE;3078;;IGREJA ASSEMBLÉIA DE DEUS.;AV BEBERIBE;3078;IGREJA ASSEMBLÉIA DE DEUS.;FUNDÃO;;SUBURBIO;COLISÃO TRASEIRA;COLISÃO COM VÍTIMA ENVOLVENDO TRES VEÍCULOS;3;;;;;;;;;2;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Canteiro central;;
2020-05-09;12:00:00;COM VÍTIMA;FINALIZADA;VÁRZEA;AV CAXANGA;4555;;EM FRENTE À ACADEMIA TOP FIT;AV CAXANGA;4555;EM FRENTE À ACADEMIA TOP FIT;VÁRZEA;608;CIDADE;TOMBAMENTO;MOTOCICLISTA PERDEU O CONTROLE E CAIU;;1;;;;;;;;1;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Dupla;Faixa contínua;Faixa seccionada;Canteiro central
2020-05-09;12:08:00;COM VÍTIMA;FINALIZADA;NOVA DESCOBERTA;RUA NOVA DESCOBERTA;1619;COR DO ARCANJO;EM FRENTE A PAULO BEBIDAS;RUA NOVA DESCOBERTA;1619;EM FRENTE A PAULO BEBIDAS;NOVA DESCOBERTA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO COM VÍTIMA ENTRE AUTO E MOTO.;1;1;;;;;;;;1;;Esquina;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa seccionada;;
2020-05-09;15:33:00;COM VÍTIMA;FINALIZADA;MONTEIRO;AV DEZESSETE DE AGOSTO;50;;EM FRENTE DO EDIFÍCIO PORTA DÁGUA;AV DEZESSETE DE AGOSTO;50;EM FRENTE DO EDIFÍCIO PORTA DÁGUA;MONTEIRO;;CIDADE;ATROPELAMENTO;ATROPELAMENTO ENTRE AUTO E PEDESTRE;1;;;;1;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa contínua;;
2020-05-09;21:06:00;COM VÍTIMA;FINALIZADA;ÁGUA FRIA;AV ANIBAL BENEVOLO;1413;;EM FRENTE AO COLEGIO ROSA MAGALHÃES E PRÓXIMO AO COMPAZ;AV ANIBAL BENEVOLO;1413;EM FRENTE AO COLEGIO ROSA MAGALHÃES E PRÓXIMO AO COMPAZ;ÁGUA FRIA;;CIDADE;COLISÃO FRONTAL;COLISÃO ENVOLVENDO 2 AUTOS E UMA MOTO.;2;1;;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;;;R-6a;30 km/h;Dupla;Faixa seccionada;;
2020-05-09;22:22:00;COM VÍTIMA;CANCELADA;MANGABEIRA;RUA DA MANGABEIRA;278;;PRÓXIMO AO ESPETINHO DA ROSINHA;RUA DA MANGABEIRA;278;PRÓXIMO AO ESPETINHO DA ROSINHA;MANGABEIRA;;SUBURBIO;COLISÃO;DUAS MOTOS;;2;;;;;;;;1;;;;;;;;;;;;;;
2020-05-09;22:26:00;COM VÍTIMA;FINALIZADA;CORDEIRO;AV CAXANGA;2351;RUA CLAUDIO BROTHERHOOD;SEMAFORO Nº 235 ANTES DA EXPOSIÇÃO DO CORDEIRO;AV CAXANGA;2351;SEMAFORO Nº 235 ANTES DA EXPOSIÇÃO DO CORDEIRO;CORDEIRO;235;CIDADE;COLISÃO TRASEIRA;COLISÃO AUTO X MOTO;1;1;;;;;;;;1;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa contínua;;
2020-05-10;02:41:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;2052;;E/F A CAIXA ECONOMICA FEDERAL;AV CONSELHEIRO AGUIAR;2052;E/F A CAIXA ECONOMICA FEDERAL;BOA VIAGEM;;;COLISÃO;COLISÃO 2 AUTOS S/VÍTIMA - ALCOOLEMIA - PMPE NO LOCAL;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60km;Única;Não existe;;
2020-05-10;11:22:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;AV MARIO MELO;ASSEMBLÉIA DE DEUS;AV CRUZ CABUGA;;ASSEMBLÉIA DE DEUS;SANTO AMARO;171;CIDADE;COLISÃO;ACIDENTE ENVOLVENDO MOTO E AUTO;1;1;;;;;;;;1;;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;;
2020-05-10;18:05:00;COM VÍTIMA;FINALIZADA;IBURA;RUA EXP FRANCISCO VITORIANO;193;RUA FLORIANO BARBOSA DE OLIVEIRA;PRÓXIMO A CRECHE MUNICIPAL TIO ZÉ. SALÃO BARBEARIA ISAC.;RUA EXP FRANCISCO VITORIANO;193;PRÓXIMO A CRECHE MUNICIPAL TIO ZÉ. SALÃO BARBEARIA ISAC.;IBURA;;SUBURBIO;ATROPELAMENTO;ACIDENTE COM VÍTIMA ENVOLVENDO MOTO E PEDESTRE;;1;;;1;;;;;2;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;30 km/h;Dupla;Não existe;;
2020-05-10;22:09:00;COM VÍTIMA;FINALIZADA;LINHA DO TIRO;RUA URIEL DE HOLANDA;1800;;PRÓXIMO AO TERMINAL DE BREJO/ ASSEMBLEIA E DEUS/ ARMAZÉM SHALON;RUA URIEL DE HOLANDA;1800;PRÓXIMO AO TERMINAL DE BREJO/ ASSEMBLEIA E DEUS/ ARMAZÉM SHALON;LINHA DO TIRO;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO ENTRE ÔNIBUS E MOTO.;;1;;;;1;;;;2;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Não existe;;
