data;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;endereco_cruzamento;numero_cruzamento;referencia_cruzamento;bairro_cruzamento;num_semaforo;sentido_via;tipo;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
2020-01-10;21:00:00;SEM VÍTIMA;CANCELADA;LINHA DO TIRO;RUA URIEL DE HOLANDA;;;E/F A ESCOLA PADRENERCIO RODRIGUES;RUA URIEL DE HOLANDA;;E/F A ESCOLA PADRENERCIO RODRIGUES;LINHA DO TIRO;;;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-11;00:25:00;SEM VÍTIMA;CANCELADA;MACAXEIRA;AV NORTE;;RUA BUJARU;PRÓX AO PARQUE URBANO DA MACAXEIRA;AV NORTE;;PRÓX AO PARQUE URBANO DA MACAXEIRA;MACAXEIRA;424;;COLISÃO;COLISÃO ENTRE DOIS AUTOS, S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-11;04:58:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DEZ DE JULHO;;RUA WALDEMAR NERY CARNEIRO MONTEIRO;;RUA DEZ DE JULHO;;;BOA VIAGEM;573;CIDADE;ABALROAMENTO TRANSVERSAL;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;Cruzamento;Bom;Intermitente;Incompleta;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa seccionada;;
2020-01-11;06:16:00;COM VÍTIMA;FINALIZADA;TORRE;RUA REAL DA TORRE;1309;;APOSOATACADODOSPRESENTES EMFRENTEADROGARIASÃOPAULO;RUA REAL DA TORRE;1309;APOSOATACADODOSPRESENTES EMFRENTEADROGARIASÃOPAULO;TORRE;;SUBURBIO;CHOQUE OBJETO FIXO;CONDUTORBATEU CONTRAPOSTEVÍTIMAA ESPERADOSAMU;1;;;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;
2020-01-11;06:19:00;SEM VÍTIMA;FINALIZADA;MADALENA;AV ENGENHEIRO ABDIAS DE CARVALHO;;EST DOS REMEDIOS;SEMÁFORO Nº 052;AV ENGENHEIRO ABDIAS DE CARVALHO;;SEMÁFORO Nº 052;MADALENA;52;CIDADE;COLISÃO TRASEIRA;COLISÃOSEMVÍTIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;40 km/h;Dupla;Canteiro central;;
2020-01-11;07:29:00;COM VÍTIMA;FINALIZADA;ROSARINHO;AV NORTE;3287;;POSTO IPIRANGA;AV NORTE;3287;POSTO IPIRANGA;ROSARINHO;;CIDADE;ATROPELAMENTO;ATROPELAMENTO ,COM UMA BICICLETA ELETRICA;;;;1;1;;;;;1;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa seccionada;Canteiro central;
2020-01-11;09:52:00;SEM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;RUA DO SOL;283;;EM FRENTE AO EDIFÍCIO AVENIDA GUARARAPES;RUA DO SOL;283;EM FRENTE AO EDIFÍCIO AVENIDA GUARARAPES;SANTO ANTÔNIO;14;SUBURBIO;ABALROAMENTO LONGITUDINAL;CAMINHÃO E AUTO;2;;;;;;;;1;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6b;;Única;Faixa seccionada;;
2020-01-11;10:03:00;SEM VÍTIMA;FINALIZADA;TORRE;RUA DOM MANOEL DA COSTA;;RUA PADRE LANDIM;SOB O SEMÁFORO Nº 252;RUA DOM MANOEL DA COSTA;;SOB O SEMÁFORO Nº 252;TORRE;252;;ABALROAMENTO TRANSVERSAL;COLISÃOSEMVÍTIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;R-6a;;Única;Faixa seccionada;;
2020-01-11;10:08:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA DR RAPOSO PINTO;;RUA ADERBAL DE MELO;;RUA DR RAPOSO PINTO;;;IPSEP;;SUBURBIO;COLISÃO FRONTAL;SEM VÍTIMAS;1;;;;;1;;;;0;;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Placas Pare;;Dupla;Não existe;;
2020-01-11;10:51:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;;AV DES JOSE NEVES;SUPERMERCADO TREVO;RUA BARAO DE SOUZA LEAO;;SUPERMERCADO TREVO;BOA VIAGEM;476;;COLISÃO TRASEIRA;COLISAO S/ VÍTIMA. CARRETA E UM VEICULO;1;;;;;;1;;1;0;;Ponte;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Outras;;Única;Faixa seccionada;;
2020-01-11;11:04:00;SEM VÍTIMA;FINALIZADA;ARRUDA;RUA SAO BENTO;204;;EM FRENTE AO Nº 204;RUA SAO BENTO;204;EM FRENTE AO Nº 204;ARRUDA;;;COLISÃO TRASEIRA;DOIS AUTOS;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2020-01-11;11:16:00;SEM VÍTIMA;FINALIZADA;NOVA DESCOBERTA;RUA CORREGO DO JOAQUIM;610;;;RUA CORREGO DO JOAQUIM;610;;NOVA DESCOBERTA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;ONIBUS E AUTO;1;;;;;1;;;;0;;Longo da via;Bom;Não existe;Não existente;Seca;Mal conservada;Não existe;Não há placas;;Dupla;Não existe;;
2020-01-11;11:47:00;SEM VÍTIMA;FINALIZADA;TORRE;RUA PROFESSOR TRAJANO DE MENDONCA;320;;RAMPA DE ACESSO AO ESTACIONAMENTO DO ATACADO DOS PRESENTES;RUA PROFESSOR TRAJANO DE MENDONCA;320;RAMPA DE ACESSO AO ESTACIONAMENTO DO ATACADO DOS PRESENTES;TORRE;;;COLISÃO TRASEIRA;SEM VÍTIMAS;2;;;;;;;;;0;;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;;
2020-01-11;12:00:00;SEM VÍTIMA;FINALIZADA;ESTÂNCIA;AV ESTANCIA;22;;PANIFICADORA SITIENCE;AV ESTANCIA;22;PANIFICADORA SITIENCE;ESTÂNCIA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Incompleta;Seca;;Não existe;Não há placas;;Única;Não existe;;
2020-01-11;12:10:00;COM VÍTIMA;CANCELADA;ÁGUA FRIA;RUA ALEGRE;206;;NA PRAÇADA DELEGACIA DE AGUA FRIA;RUA ALEGRE;206;NA PRAÇADA DELEGACIA DE AGUA FRIA;ÁGUA FRIA;;;COLISÃO;;1;1;;;;;;;;1;;;;;;;;;;;;;;
2020-01-11;13:09:00;SEM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA IMPERIAL;;TRV DO RAPOSO;SOB O SEMAFORO DE Nº 510;RUA IMPERIAL;;SOB O SEMAFORO DE Nº 510;SÃO JOSÉ;510;;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-4a;;Única;Faixa seccionada;;
2020-01-11;13:12:00;SEM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;196;;POLICLÍNICA E MATERNIDADE PROFESSOR ARNALDO MARQUES;AV DOIS RIOS;196;POLICLÍNICA E MATERNIDADE PROFESSOR ARNALDO MARQUES;IBURA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Não existente;Seca;Mal conservada;Não existe;R-6a;;Dupla;Faixa contínua;;
2020-01-11;14:32:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV MARECHAL JUAREZ TAVORA;328;RUA DEZ DE JULHO;D.J MOVEIS;AV MARECHAL JUAREZ TAVORA;328;D.J MOVEIS;BOA VIAGEM;437;;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canal;;
2020-01-11;15:03:00;SEM VÍTIMA;CANCELADA;BOA VIAGEM;AV BOA VIAGEM;;;E/F AO BAR SUBURBAN BARVT 25NO LOCAL;AV BOA VIAGEM;;E/F AO BAR SUBURBAN BARVT 25NO LOCAL;BOA VIAGEM;;;COLISÃO;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-11;15:24:00;SEM VÍTIMA;CANCELADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE A O HOSP. DA RESTAURAÇÃO, SENTIDO BOA VIAGEM;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE A O HOSP. DA RESTAURAÇÃO, SENTIDO BOA VIAGEM;DERBY;;;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;1;;;0;;;;;;;;;;;;;;
2020-01-11;15:39:00;SEM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;;RUA PINTOR ANTONIO ALBUQUERQUE;POSTO SHELL;AV RECIFE;;POSTO SHELL;IPSEP;55;SUBURBIO;COLISÃO TRASEIRA;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;
2020-01-11;15:51:00;COM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;RUA PRIMEIRO DE MARCO;;AV DANTAS BARRETO;EM FRENTE A FARMACIA PERMANENTE;RUA PRIMEIRO DE MARCO;;EM FRENTE A FARMACIA PERMANENTE;SANTO ANTÔNIO;15;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO COM VÍTIMA;;1;;;;;;1;;1;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Não existe;;
2020-01-11;15:53:00;SEM VÍTIMA;FINALIZADA;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;1310;RUA DA REGENERACAO;FW REFRIGERAÇÕES;AV PROFESSOR JOSE DOS ANJOS;1310;FW REFRIGERAÇÕES;ARRUDA;;SUBURBIO;COLISÃO TRASEIRA;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Canal;;
2020-01-11;16:10:00;SEM VÍTIMA;FINALIZADA;TEJIPIÓ;AV DR JOSE RUFINO;2984;;LADO OPOSTO AO ED. NINA MACHADO;AV DR JOSE RUFINO;2984;LADO OPOSTO AO ED. NINA MACHADO;TEJIPIÓ;156;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VÍTIMA;1;1;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa contínua;;
2020-01-11;16:15:00;SEM VÍTIMA;CANCELADA;IBURA;RUA ROSARIO D'OESTE;17;;CASA;RUA ROSARIO D'OESTE;17;CASA;IBURA;;;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;;;1;0;;;;;;;;;;;;;;
2020-01-11;16:19:00;SEM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;483;;;AV DOIS RIOS;483;;IBURA;;SUBURBIO;COLISÃO FRONTAL;COLISAO ENTRE AUTO E MOTO S/V;1;1;;;;;;;;0;;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
2020-01-11;17:25:00;COM VÍTIMA;FINALIZADA;BARRO;AV DR JOSE RUFINO;2513;;E/F A SOCORRO VENACIO RECEPÇOES;AV DR JOSE RUFINO;2513;E/F A SOCORRO VENACIO RECEPÇOES;BARRO;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE AUTO E MOTO COM UMA VÍTIMA;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa seccionada;;
2020-01-11;18:32:00;SEM VÍTIMA;CANCELADA;SANTO AMARO;AV CRUZ CABUGA;;;PRÓX A PRAÇA CARLOS PINTO / AO LADO DO SHOPPING TACARUNA;AV CRUZ CABUGA;;PRÓX A PRAÇA CARLOS PINTO / AO LADO DO SHOPPING TACARUNA;SANTO AMARO;;;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-11;19:06:00;SEM VÍTIMA;FINALIZADA;GRAÇAS;RUA CONS PORTELA;78;;;RUA CONS PORTELA;78;;GRAÇAS;;SUBURBIO;COLISÃO TRASEIRA;ENTRE 4 AUTOS. S/V;4;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;
2020-01-11;19:21:00;COM VÍTIMA;CANCELADA;AFOGADOS;RUA SAO MIGUEL;1401;;E/F AO BODE DO NÔ;RUA SAO MIGUEL;1401;E/F AO BODE DO NÔ;AFOGADOS;;;COLISÃO;ENTRE AUTO E MOTO. C/V;1;1;;;;;;;;1;;;;;;;;;;;;;;
2020-01-11;19:50:00;SEM VÍTIMA;CANCELADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;;E/F A PRAÇA DO DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;E/F A PRAÇA DO DERBY;DERBY;;BOA VIAGEM;COLISÃO;COLISAO SEM VÍTIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-11;20:19:00;SEM VÍTIMA;FINALIZADA;BREJO DE BEBERIBE;AV VEREADOR OTACILIO AZEVEDO;858;;POSTE DE Nº B 078225;AV VEREADOR OTACILIO AZEVEDO;858;POSTE DE Nº B 078225;BREJO DE BEBERIBE;;CIDADE;COLISÃO FRONTAL;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa contínua;;
2020-01-11;19:54:00;COM VÍTIMA;FINALIZADA;ALTO JOSÉ DO PINHO;RUA CECILIA REIS;44;RUA ITAPICURU;PROX AO CLUBE BOM SUCESSO;RUA CECILIA REIS;44;PROX AO CLUBE BOM SUCESSO;ALTO JOSÉ DO PINHO;;SUBURBIO;CHOQUE VEÍCULO PARADO;COLISAO COM VÍTIMAS/ ENTRE UM CAMINHAO E MOTO COM ATROPELAMENTO DE UMA CRIANÇA;;1;;;;;1;;;2;;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2020-01-11;20:00:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DOS NAVEGANTES;401;RUA CORONEL BENEDITO CHAVES;EDIFÍCIO SCALA;RUA DOS NAVEGANTES;401;EDIFÍCIO SCALA;BOA VIAGEM;;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISAO SEM VÍTIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Faixa de retenção;Outras;;Única;Não existe;;
2020-01-11;21:24:00;COM VÍTIMA;CANCELADA;IBURA;AV DOIS RIOS;;;SEMÁFORO 475;AV DOIS RIOS;;SEMÁFORO 475;IBURA;;;COLISÃO;ENTRE AUTO E MOTO. C/V;1;1;;;;;;;;1;;;;;;;;;;;;;;
2020-01-11;22:18:00;SEM VÍTIMA;CANCELADA;IBURA;AV DOIS RIOS;;;NO INÍCIO DA LADEIRA DA COHAB -- IBURA DE BAIXO;AV DOIS RIOS;;NO INÍCIO DA LADEIRA DA COHAB -- IBURA DE BAIXO;IBURA;;;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-11;23:37:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;;E/F A SANTA CASA DE MISERICORDIA;AV CRUZ CABUGA;;E/F A SANTA CASA DE MISERICORDIA;SANTO AMARO;479;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISAO SEM VÍTIMAS;1;;;;;1;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;R-6a;;Dupla;Faixa seccionada;;
2020-01-12;01:03:00;SEM VÍTIMA;FINALIZADA;TORRE;RUA DOM MANOEL DA COSTA;342;RUA PADRE LANDIM;ALTURA DA ESCOLA MUNICIPAL PAROQUIA CRISTO REI;RUA DOM MANOEL DA COSTA;342;ALTURA DA ESCOLA MUNICIPAL PAROQUIA CRISTO REI;TORRE;252;CIDADE;ABALROAMENTO TRANSVERSAL;COLISÃO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;Única;Faixa seccionada;;
2020-01-12;04:24:00;SEM VÍTIMA;FINALIZADA;AFLITOS;AV CONS ROSA E SILVA;;AV SANTOS DUMONT;;AV CONS ROSA E SILVA;;;AFLITOS;47;;ABALROAMENTO TRANSVERSAL;COLISÃO ENTRE DOIS AUTOS C/V;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Única;Faixa seccionada;;
2020-01-12;05:47:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;2178;;EM FRENTE AO BRADESCO;AV CONSELHEIRO AGUIAR;2178;EM FRENTE AO BRADESCO;BOA VIAGEM;;SUBURBIO;CHOQUE OBJETO FIXO;VIATURA DA PM CHOCOU-SE EM UMA ÁRVORE C/V;1;;;;;;;;;2;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;R-6a;;Única;Faixa seccionada;;
2020-01-12;06:26:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA RIBEIRO DE BRITO;;AV FERNANDO SIMOES BARBOSA;AO LADO DO EMPRESARIAL MONTEIRO DE MELO;RUA RIBEIRO DE BRITO;;AO LADO DO EMPRESARIAL MONTEIRO DE MELO;BOA VIAGEM;332;SUBURBIO;ABALROAMENTO TRANSVERSAL;SEM VÍTIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Outros;;
2020-01-12;06:53:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;767;;EM FRENTE A CASA DA INDUSTRIA;AV CRUZ CABUGA;767;EM FRENTE A CASA DA INDUSTRIA;SANTO AMARO;;CIDADE;ABALROAMENTO LONGITUDINAL;COM UMA VÍTIMA ,SAMU E BOMBEIROS NO LOCAL;1;1;;;;;;;;1;;Longo da via;Bom;;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa contínua;;
2020-01-12;10:17:00;SEM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE AO HOSPITAL PORTUGUES;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE AO HOSPITAL PORTUGUES;DERBY;349;SUBURBIO;COLISÃO TRASEIRA;ENTRE QUATRO VEÍCULOS AUTO PASSEIO;4;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;;;
2020-01-12;10:23:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;1482;;À ENCRUZILHADA PNEUS;AV MARECHAL MASCARENHAS DE MORAES;1482;À ENCRUZILHADA PNEUS;IMBIRIBEIRA;287;;ABALROAMENTO LONGITUDINAL;ONIBUS E AUTO;1;;;;;1;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;;;
2020-01-12;10:30:00;SEM VÍTIMA;FINALIZADA;MANGUEIRA;RUA TAMBAU;;;AO LADO DA IGREJA ASSEMBLEIA DE DEUS;RUA TAMBAU;;AO LADO DA IGREJA ASSEMBLEIA DE DEUS;MANGUEIRA;;CIDADE;ABALROAMENTO LONGITUDINAL;DOIS AUTOS;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;;Faixa seccionada;;
2020-01-12;10:39:00;SEM VÍTIMA;DUPLICIDADE;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;1482;;ENCRUZILHADAPNEUS;AV MARECHAL MASCARENHAS DE MORAES;1482;ENCRUZILHADAPNEUS;IMBIRIBEIRA;;;COLISÃO;COLISAO S/ VÍTIMA. ENTRE ONIBUS E VEICULO PARTICULAR;1;;;;;1;;;;0;;;;;;;;;;;;;;
2020-01-12;12:09:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;848;;STUDIO PORTAL DE BOA VIAGEM;AV BOA VIAGEM;848;STUDIO PORTAL DE BOA VIAGEM;BOA VIAGEM;;CIDADE;ATROPELAMENTO;BICICLETA E PEDESTRE;;;;1;1;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa contínua;;
2020-01-12;13:34:00;COM VÍTIMA;FINALIZADA;PASSARINHO;EST DO PASSARINHO;3464;;PROX AO TERMINAL DE ONIBUS DE DOIS UNIDOS;EST DO PASSARINHO;3464;PROX AO TERMINAL DE ONIBUS DE DOIS UNIDOS;PASSARINHO;;SUBURBIO;COLISÃO FRONTAL;AUTO PASSEIO X MOTO COM VÍTIMA;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Não existente;Seca;Mal conservada;Não existe;Não há placas;;Dupla;Não existe;;
2020-01-12;14:13:00;SEM VÍTIMA;CANCELADA;AFOGADOS;RUA NICOLAU PEREIRA;;RUA DA PAZ;ANTES DA PONTE MOTOCOLOMBO;RUA NICOLAU PEREIRA;;ANTES DA PONTE MOTOCOLOMBO;AFOGADOS;73;SUBURBIO;COLISÃO;SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-12;14:22:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DOS NAVEGANTES;;RUA ANTONIO FALCAO;E/F AO ILHA CAMARÕES;RUA DOS NAVEGANTES;;E/F AO ILHA CAMARÕES;BOA VIAGEM;;;ABALROAMENTO LONGITUDINAL;ENTRE AUTO PASSEIO X MOTO S/V;1;1;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;R-6a;;Única;Não existe;;
2020-01-12;16:27:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;AV GOVERNADOR AGAMENON MAGALHAES;2125;;FR SANTANDER SELECT;AV GOVERNADOR AGAMENON MAGALHAES;2125;FR SANTANDER SELECT;ESPINHEIRO;78;SUBURBIO;COLISÃO TRASEIRA;ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Única;Faixa seccionada;;
2020-01-12;17:02:00;COM VÍTIMA;DUPLICIDADE;BOA VIAGEM;AV DOM JOAO VI;;;APÓS O COLÉGIO GGE;AV DOM JOAO VI;;APÓS O COLÉGIO GGE;BOA VIAGEM;;SUBURBIO;CAPOTAMENTO;;1;;;;;;;;;1;;;;;;;;;;;;;;
2020-01-12;17:13:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV DOM JOAO VI;;;LADO OPOSTO AO SHOPPING RECIFE;AV DOM JOAO VI;;LADO OPOSTO AO SHOPPING RECIFE;BOA VIAGEM;;SUBURBIO;CAPOTAMENTO;VEICULO CAPOTA E CAI SOBRE O CANAL;1;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;;Única;Faixa seccionada;;
2020-01-12;18:41:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA JAMAICA;;RUA IZABEL DE SOUZA;;RUA JAMAICA;;;IPSEP;;SUBURBIO;ABALROAMENTO TRANSVERSAL;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
2020-01-12;18:50:00;SEM VÍTIMA;FINALIZADA;ÁGUA FRIA;RUA JULIO RAMOS;;RUA ZEFERINO AGRA;IMÓVEL Nº 102 ( EM FRENTE);RUA JULIO RAMOS;;IMÓVEL Nº 102 ( EM FRENTE);ÁGUA FRIA;;SUBURBIO;COLISÃO FRONTAL;COLISÃO ENTRE AUTO E MOTO S/V;1;1;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;30 km/h;Única;;;
2020-01-12;20:38:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA MARQUES DE VALENCA;;RUA OLAVO BILAC;;RUA MARQUES DE VALENCA;;;BOA VIAGEM;;CIDADE;ABALROAMENTO TRANSVERSAL;COLISÃO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;Única;Não existe;;
2020-01-12;22:18:00;SEM VÍTIMA;FINALIZADA;PINA;AV HERCULANO BANDEIRA;990;RUA ARQUITETO AUGUSTO REINALDO;JBS VEÍCULOS;AV HERCULANO BANDEIRA;990;JBS VEÍCULOS;PINA;660;SUBURBIO;ABALROAMENTO TRANSVERSAL;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Outras;;Única;Faixa seccionada;;
2020-01-13;06:13:00;SEM VÍTIMA;CANCELADA;IPSEP;RUA JEAN EMILE FAVRE;750;;EMFRENTEA GALERIAMARIADELOURDES;RUA JEAN EMILE FAVRE;750;EMFRENTEA GALERIAMARIADELOURDES;IPSEP;;;COLISÃO;COLISÃOSEMVÍTIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-13;06:39:00;SEM VÍTIMA;FINALIZADA;ENCRUZILHADA;RUA FERNANDO CESAR;290;RUA INACIO GALVAO DOS SANTOS;;RUA FERNANDO CESAR;290;;ENCRUZILHADA;;CIDADE;ABALROAMENTO TRANSVERSAL;SEM VÍTIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;;Única;Faixa seccionada;;
